"","label","fillColor","player","birthdate","hometown","latitude","longitude","iframe_url","years","mpg","ppg","fg","rpg","apg","pt3","ft","popup"
"2840","h","#dc592d","Roger Burkman","22-May-58","Indianapolis, IN, USA",39.768403,-86.152068,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Roger Burkman+NBA",1,5,0.8,0,1,0.8,0,83.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Roger Burkman</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Roger Burkman+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Indianapolis, IN, USA<br>Years: 1<br>PPG: 0.8<br>MPG: 5<br>FG: 0<br>APG: 0.8<br>RPG: 1<br>3PT Percentage: 0<br>FT Percentage: 83.3</td></tr></table>"
"2841","h","#dc592d","Coby Karl","6-Mar-83","Great Falls, MT, USA",47.50806,-111.295197,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Coby Karl+NBA",2,7.7,2.4,34.5,1.3,1,25,75,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Coby Karl</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Coby Karl+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Great Falls, MT, USA<br>Years: 2<br>PPG: 2.4<br>MPG: 7.7<br>FG: 34.5<br>APG: 1<br>RPG: 1.3<br>3PT Percentage: 25<br>FT Percentage: 75</td></tr></table>"
"2842","h","#dc592d","Joel Anthony","9-Aug-82","Montreal, Canada",45.5086699,-73.5139925,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Joel Anthony+NBA",6,16.9,2.4,50.9,3.2,0.2,NA,66.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Joel Anthony</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Joel Anthony+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Montreal, Canada<br>Years: 6<br>PPG: 2.4<br>MPG: 16.9<br>FG: 50.9<br>APG: 0.2<br>RPG: 3.2<br>3PT Percentage: NA<br>FT Percentage: 66.3</td></tr></table>"
"2843","h","#dc592d","Morris Almond","2-Feb-85","Dalton, GA, USA",34.7698021,-84.9702228,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Morris Almond+NBA",3,9.5,3.1,38.1,1.2,0.3,29.2,74.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Morris Almond</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Morris Almond+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Dalton, GA, USA<br>Years: 3<br>PPG: 3.1<br>MPG: 9.5<br>FG: 38.1<br>APG: 0.3<br>RPG: 1.2<br>3PT Percentage: 29.2<br>FT Percentage: 74.3</td></tr></table>"
"2844","h","#dc592d","Roger Strickland","4-Sep-40","Jacksonville, FL, USA",30.3321838,-81.653651,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Roger Strickland+NBA",1,4,2,33.3,0,0,NA,NA,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Roger Strickland</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Roger Strickland+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Jacksonville, FL, USA<br>Years: 1<br>PPG: 2<br>MPG: 4<br>FG: 33.3<br>APG: 0<br>RPG: 0<br>3PT Percentage: NA<br>FT Percentage: NA</td></tr></table>"
"2845","h","#dc592d","Harvey Catchings","2-Sep-51","Jackson, MS, USA",32.2987573,-90.1748103,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Harvey Catchings+NBA",11,18.2,3.2,43.5,5,0.8,0,64.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Harvey Catchings</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Harvey Catchings+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Jackson, MS, USA<br>Years: 11<br>PPG: 3.2<br>MPG: 18.2<br>FG: 43.5<br>APG: 0.8<br>RPG: 5<br>3PT Percentage: 0<br>FT Percentage: 64.7</td></tr></table>"
"2846","h","#dc592d","Joey Dorsey","16-Dec-83","Baltimore, MD, USA",39.2903848,-76.5831893,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Joey Dorsey+NBA",3,10.4,2.6,51.2,3.8,0.5,NA,46.8,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Joey Dorsey</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Joey Dorsey+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Baltimore, MD, USA<br>Years: 3<br>PPG: 2.6<br>MPG: 10.4<br>FG: 51.2<br>APG: 0.5<br>RPG: 3.8<br>3PT Percentage: NA<br>FT Percentage: 46.8</td></tr></table>"
"2847","h","#dc592d","Hasheem Thabeet","16-Feb-87","Dar es Salaam, United Republic of Tanzania",-6.822921,39.269661,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Hasheem Thabeet+NBA",4,10.8,2.3,56.7,2.8,0.1,NA,58.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Hasheem Thabeet</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Hasheem Thabeet+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Dar es Salaam, United Republic of Tanzania<br>Years: 4<br>PPG: 2.3<br>MPG: 10.8<br>FG: 56.7<br>APG: 0.1<br>RPG: 2.8<br>3PT Percentage: NA<br>FT Percentage: 58.7</td></tr></table>"
"2848","h","#dc592d","James Foster","16-Dec-51","Jersey City, NJ, USA",40.7281575,-74.0771417,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=James Foster+NBA",2,13,3.7,37.3,1.3,2.1,7.1,67.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>James Foster</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=James Foster+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Jersey City, NJ, USA<br>Years: 2<br>PPG: 3.7<br>MPG: 13<br>FG: 37.3<br>APG: 2.1<br>RPG: 1.3<br>3PT Percentage: 7.1<br>FT Percentage: 67.3</td></tr></table>"
"2849","h","#dc592d","Red Mihalik","22-Sep-16","Ford City, PA, USA",40.7722865,-79.5297673,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Red Mihalik+NBA",1,NA,0.9,33.3,NA,0,NA,NA,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Red Mihalik</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Red Mihalik+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Ford City, PA, USA<br>Years: 1<br>PPG: 0.9<br>MPG: NA<br>FG: 33.3<br>APG: 0<br>RPG: NA<br>3PT Percentage: NA<br>FT Percentage: NA</td></tr></table>"
"2850","h","#dc592d","Fab Melo","20-Jun-90","Juiz de Forz, Brazil",-21.7650083,-43.3488245,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Fab Melo+NBA",1,6,1.2,50,0.5,0,NA,25,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Fab Melo</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Fab Melo+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Juiz de Forz, Brazil<br>Years: 1<br>PPG: 1.2<br>MPG: 6<br>FG: 50<br>APG: 0<br>RPG: 0.5<br>3PT Percentage: NA<br>FT Percentage: 25</td></tr></table>"
"2851","h","#dc592d","Henry Akin","31-Jul-44","Detroit, MI, USA",42.330427,-83.0547538,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Henry Akin+NBA",3,8.4,3.5,35,2.1,0.5,0,67.6,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Henry Akin</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Henry Akin+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Detroit, MI, USA<br>Years: 3<br>PPG: 3.5<br>MPG: 8.4<br>FG: 35<br>APG: 0.5<br>RPG: 2.1<br>3PT Percentage: 0<br>FT Percentage: 67.6</td></tr></table>"
"2852","h","#dc592d","Myles Patrick","19-Nov-54","Macon, GA, USA",32.8406946,-83.6324022,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Myles Patrick+NBA",1,3,1.7,40,0.7,0.3,NA,50,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Myles Patrick</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Myles Patrick+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Macon, GA, USA<br>Years: 1<br>PPG: 1.7<br>MPG: 3<br>FG: 40<br>APG: 0.3<br>RPG: 0.7<br>3PT Percentage: NA<br>FT Percentage: 50</td></tr></table>"
"2853","h","#dc592d","Len Kosmalski","29-Nov-51","Cleveland, OH, USA",41.4994954,-81.6914088,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Len Kosmalski+NBA",2,6.7,1.4,39.8,1.9,0.7,NA,77.8,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Len Kosmalski</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Len Kosmalski+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Cleveland, OH, USA<br>Years: 2<br>PPG: 1.4<br>MPG: 6.7<br>FG: 39.8<br>APG: 0.7<br>RPG: 1.9<br>3PT Percentage: NA<br>FT Percentage: 77.8</td></tr></table>"
"2854","h","#dc592d","Ron Carter","31-Aug-56","Pittsburgh, PA, USA",40.4406248,-79.9838864,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ron Carter+NBA",2,7.6,3,42.9,1.1,0.6,NA,62.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ron Carter</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ron Carter+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Pittsburgh, PA, USA<br>Years: 2<br>PPG: 3<br>MPG: 7.6<br>FG: 42.9<br>APG: 0.6<br>RPG: 1.1<br>3PT Percentage: NA<br>FT Percentage: 62.3</td></tr></table>"
"2855","h","#dc592d","Ron Cavenall","30-Apr-59","Beaumont, TX, USA",30.080174,-94.1255562,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ron Cavenall+NBA",2,11.5,1.4,33.7,2.9,0.3,NA,54.5,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ron Cavenall</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ron Cavenall+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Beaumont, TX, USA<br>Years: 2<br>PPG: 1.4<br>MPG: 11.5<br>FG: 33.7<br>APG: 0.3<br>RPG: 2.9<br>3PT Percentage: NA<br>FT Percentage: 54.5</td></tr></table>"
"2856","h","#dc592d","Ron Crevier","14-Apr-58","Montreal, Canada",45.5086699,-73.5239925,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ron Crevier+NBA",1,1.3,0,0,0.3,0,NA,0,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ron Crevier</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ron Crevier+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Montreal, Canada<br>Years: 1<br>PPG: 0<br>MPG: 1.3<br>FG: 0<br>APG: 0<br>RPG: 0.3<br>3PT Percentage: NA<br>FT Percentage: 0</td></tr></table>"
"2857","h","#dc592d","Nate Bowman","19-Mar-43","Fort Worth, TX, USA",32.725409,-97.3148496,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Nate Bowman+NBA",6,9.1,2.9,38.8,3.4,0.7,0,52.9,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Nate Bowman</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Nate Bowman+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Fort Worth, TX, USA<br>Years: 6<br>PPG: 2.9<br>MPG: 9.1<br>FG: 38.8<br>APG: 0.7<br>RPG: 3.4<br>3PT Percentage: 0<br>FT Percentage: 52.9</td></tr></table>"
"2858","h","#dc592d","Ron Grandison","9-Jul-64","Los Angeles, CA, USA",34.0522342,-118.1806849,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ron Grandison+NBA",4,8.3,2.4,40.4,1.6,0.6,16.7,71.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ron Grandison</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ron Grandison+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Los Angeles, CA, USA<br>Years: 4<br>PPG: 2.4<br>MPG: 8.3<br>FG: 40.4<br>APG: 0.6<br>RPG: 1.6<br>3PT Percentage: 16.7<br>FT Percentage: 71.3</td></tr></table>"
"2859","h","#dc592d","Corie Blount","4-Jan-69","Monrovia, CA, USA",34.1442616,-118.0019482,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Corie Blount+NBA",11,15.4,3.6,47.1,4.2,0.7,11.5,58.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Corie Blount</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Corie Blount+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Monrovia, CA, USA<br>Years: 11<br>PPG: 3.6<br>MPG: 15.4<br>FG: 47.1<br>APG: 0.7<br>RPG: 4.2<br>3PT Percentage: 11.5<br>FT Percentage: 58.7</td></tr></table>"
"2860","h","#dc592d","Nate Huffman","2-Apr-75","Battle Creek, MI, USA",42.3211522,-85.1797142,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Nate Huffman+NBA",1,10.9,3.3,36,3.3,0.7,NA,62.5,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Nate Huffman</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Nate Huffman+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Battle Creek, MI, USA<br>Years: 1<br>PPG: 3.3<br>MPG: 10.9<br>FG: 36<br>APG: 0.7<br>RPG: 3.3<br>3PT Percentage: NA<br>FT Percentage: 62.5</td></tr></table>"
"2861","h","#dc592d","Nate Johnston","18-Dec-66","Birmingham, AL, USA",33.5206608,-86.78949,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Nate Johnston+NBA",1,4.1,2.2,37.5,1.1,0,25,69.2,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Nate Johnston</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Nate Johnston+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Birmingham, AL, USA<br>Years: 1<br>PPG: 2.2<br>MPG: 4.1<br>FG: 37.5<br>APG: 0<br>RPG: 1.1<br>3PT Percentage: 25<br>FT Percentage: 69.2</td></tr></table>"
"2862","h","#dc592d","Leon Smith","2-Nov-80","Chicago, IL, USA",41.8781136,-87.6613982,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Leon Smith+NBA",2,6.9,2.2,39.3,2.2,0.2,NA,64.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Leon Smith</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Leon Smith+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Chicago, IL, USA<br>Years: 2<br>PPG: 2.2<br>MPG: 6.9<br>FG: 39.3<br>APG: 0.2<br>RPG: 2.2<br>3PT Percentage: NA<br>FT Percentage: 64.7</td></tr></table>"
"2863","h","#dc592d","Bob Bigelow","26-Dec-53","Boston, MA, USA",42.3584308,-71.0527732,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bob Bigelow+NBA",4,8.1,2.5,41.4,1.2,0.4,NA,73.2,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Bob Bigelow</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bob Bigelow+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Boston, MA, USA<br>Years: 4<br>PPG: 2.5<br>MPG: 8.1<br>FG: 41.4<br>APG: 0.4<br>RPG: 1.2<br>3PT Percentage: NA<br>FT Percentage: 73.2</td></tr></table>"
"2864","h","#dc592d","Ron Moore","16-Jan-62","New York, NY, USA",40.7143528,-74.0042731,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ron Moore+NBA",1,4.2,1.7,31,0.6,0.1,NA,75,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ron Moore</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ron Moore+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: New York, NY, USA<br>Years: 1<br>PPG: 1.7<br>MPG: 4.2<br>FG: 31<br>APG: 0.1<br>RPG: 0.6<br>3PT Percentage: NA<br>FT Percentage: 75</td></tr></table>"
"2865","h","#dc592d","Corsley Edwards","5-Mar-79","Baltimore, MD, USA",39.2903848,-76.6021893,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Corsley Edwards+NBA",1,11,2.7,32.3,2.5,0.3,NA,58.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Corsley Edwards</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Corsley Edwards+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Baltimore, MD, USA<br>Years: 1<br>PPG: 2.7<br>MPG: 11<br>FG: 32.3<br>APG: 0.3<br>RPG: 2.5<br>3PT Percentage: NA<br>FT Percentage: 58.3</td></tr></table>"
"2866","h","#dc592d","Nathan Jawai","10-Oct-86","Sydney, Australia",-33.8674869,151.2069902,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Nathan Jawai+NBA",2,9.6,2.8,43.5,2.4,0.5,0,68.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Nathan Jawai</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Nathan Jawai+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Sydney, Australia<br>Years: 2<br>PPG: 2.8<br>MPG: 9.6<br>FG: 43.5<br>APG: 0.5<br>RPG: 2.4<br>3PT Percentage: 0<br>FT Percentage: 68.4</td></tr></table>"
"2867","h","#dc592d","John Duren","30-Oct-58","Washington, DC, USA",38.9072309,-76.9714641,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Duren+NBA",3,14.7,3.5,43.5,1.1,2,12,75,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>John Duren</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Duren+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Washington, DC, USA<br>Years: 3<br>PPG: 3.5<br>MPG: 14.7<br>FG: 43.5<br>APG: 2<br>RPG: 1.1<br>3PT Percentage: 12<br>FT Percentage: 75</td></tr></table>"
"2868","h","#dc592d","Ron Rowan","23-Apr-62","New Brighton, PA, USA",40.7303434,-80.3100627,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ron Rowan+NBA",1,2.3,1.7,44.4,0.1,0.1,100,75,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ron Rowan</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ron Rowan+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: New Brighton, PA, USA<br>Years: 1<br>PPG: 1.7<br>MPG: 2.3<br>FG: 44.4<br>APG: 0.1<br>RPG: 0.1<br>3PT Percentage: 100<br>FT Percentage: 75</td></tr></table>"
"2869","h","#dc592d","Ron Shavlik","4-Dec-33","Denver, CO, USA",39.737567,-104.9547179,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ron Shavlik+NBA",2,9.3,1.3,17.4,2.9,0,NA,40,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ron Shavlik</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ron Shavlik+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Denver, CO, USA<br>Years: 2<br>PPG: 1.3<br>MPG: 9.3<br>FG: 17.4<br>APG: 0<br>RPG: 2.9<br>3PT Percentage: NA<br>FT Percentage: 40</td></tr></table>"
"2870","h","#dc592d","Dick Grubar","26-Jul-47","Schenectady, NY, USA",42.8142432,-73.9385687,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dick Grubar+NBA",1,4,2,66.7,0,0.5,NA,NA,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Dick Grubar</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dick Grubar+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Schenectady, NY, USA<br>Years: 1<br>PPG: 2<br>MPG: 4<br>FG: 66.7<br>APG: 0.5<br>RPG: 0<br>3PT Percentage: NA<br>FT Percentage: NA</td></tr></table>"
"2871","h","#dc592d","Horace Jenkins","14-Oct-74","Elizabeth, NJ, USA",40.6639916,-74.1907006,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Horace Jenkins+NBA",1,6.9,2.8,33.3,0.6,0.6,0,92.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Horace Jenkins</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Horace Jenkins+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Elizabeth, NJ, USA<br>Years: 1<br>PPG: 2.8<br>MPG: 6.9<br>FG: 33.3<br>APG: 0.6<br>RPG: 0.6<br>3PT Percentage: 0<br>FT Percentage: 92.3</td></tr></table>"
"2872","h","#dc592d","John Greig","28-Apr-61","Sacramento, CA, USA",38.5815719,-121.4843996,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Greig+NBA",1,2.9,2.1,53.8,0.7,0,NA,83.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>John Greig</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Greig+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Sacramento, CA, USA<br>Years: 1<br>PPG: 2.1<br>MPG: 2.9<br>FG: 53.8<br>APG: 0<br>RPG: 0.7<br>3PT Percentage: NA<br>FT Percentage: 83.3</td></tr></table>"
"2873","h","#dc592d","Horacio Llamas Grey","17-Jul-73","El Rosario, Mexico",19.5094012,-99.2037508,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Horacio Llamas Grey+NBA",2,5.1,2.1,46.9,1.3,0.2,33.3,61.1,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Horacio Llamas Grey</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Horacio Llamas Grey+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: El Rosario, Mexico<br>Years: 2<br>PPG: 2.1<br>MPG: 5.1<br>FG: 46.9<br>APG: 0.2<br>RPG: 1.3<br>3PT Percentage: 33.3<br>FT Percentage: 61.1</td></tr></table>"
"2874","h","#dc592d","Mickey Dillard","15-Oct-58","Hollywood, FL, USA",26.0112014,-80.1494901,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mickey Dillard+NBA",1,6.7,2.2,36.7,0.5,1,0,65.2,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mickey Dillard</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mickey Dillard+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Hollywood, FL, USA<br>Years: 1<br>PPG: 2.2<br>MPG: 6.7<br>FG: 36.7<br>APG: 1<br>RPG: 0.5<br>3PT Percentage: 0<br>FT Percentage: 65.2</td></tr></table>"
"2875","h","#dc592d","Glenn Hagan","25-Jun-55","Sanford, FL, USA",28.8028612,-81.269453,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Glenn Hagan+NBA",1,6.3,1.8,42.9,1,2,NA,100,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Glenn Hagan</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Glenn Hagan+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Sanford, FL, USA<br>Years: 1<br>PPG: 1.8<br>MPG: 6.3<br>FG: 42.9<br>APG: 2<br>RPG: 1<br>3PT Percentage: NA<br>FT Percentage: 100</td></tr></table>"
"2876","h","#dc592d","Ed Nealy","19-Feb-60","Pittsburg, KS, USA",37.410884,-94.70496,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ed Nealy+NBA",10,12.6,2.7,49.8,3.3,0.7,29.2,68.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ed Nealy</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ed Nealy+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Pittsburg, KS, USA<br>Years: 10<br>PPG: 2.7<br>MPG: 12.6<br>FG: 49.8<br>APG: 0.7<br>RPG: 3.3<br>3PT Percentage: 29.2<br>FT Percentage: 68.4</td></tr></table>"
"2877","h","#dc592d","Craig Brackins","9-Oct-87","Los Angeles, CA, USA",34.0522342,-118.1566849,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Craig Brackins+NBA",2,7.1,1.8,26.5,1.1,0.5,21.4,50,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Craig Brackins</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Craig Brackins+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Los Angeles, CA, USA<br>Years: 2<br>PPG: 1.8<br>MPG: 7.1<br>FG: 26.5<br>APG: 0.5<br>RPG: 1.1<br>3PT Percentage: 21.4<br>FT Percentage: 50</td></tr></table>"
"2878","h","#dc592d","Craig Dykema","11-Jun-59","Lakewood, CA, USA",33.8536269,-118.1339563,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Craig Dykema+NBA",1,3.2,1.3,45.9,0.4,0.5,50,77.8,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Craig Dykema</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Craig Dykema+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Lakewood, CA, USA<br>Years: 1<br>PPG: 1.3<br>MPG: 3.2<br>FG: 45.9<br>APG: 0.5<br>RPG: 0.4<br>3PT Percentage: 50<br>FT Percentage: 77.8</td></tr></table>"
