"","player","season","team","games","salary","inflation_adjusted_salary","war","new_contract_source","contract_term","contract_start_season","contract_end_season","year_into_contract","contract_completion_percentage","position"
"3407","David DeJesus",2010,"Kansas City Royals",91,4.7,5.031,1.9,"re-signinging",5,2006,2011,5,1,"Outfielder"
"3447","David Wright",2010,"New York Mets",157,10.25,10.973,2.8,"re-signinging",6,2006,2012,5,0.83,"Third Baseman"
"3471","Denard Span",2010,"Minnesota Twins",153,0.75,0.803,1.5,"re-signinging",5,2010,2014,1,0.2,"Centerfielder"
"3613","Derek Jeter",2010,"New York Yankees",157,22.6,24.193,1.8,"re-signinging",10,2001,2011,10,1,"Shortstop"
"3746","Derrek Lee",2010,"Chicago Cubs",148,13.25,14.184,0.532,"re-signinging",5,2006,2010,5,1,"First Baseman"
"3949","Dustin Pedroia",2010,"Boston Red Sox",75,3.75,4.014,3.2,"re-signinging",6,2009,2014,2,0.33,"Second Baseman"
"4141","Evan Longoria",2010,"Tampa Bay Rays",151,0.95,1.017,8.1,"re-signinging",6,2008,2014,3,0.5,"Third Baseman"
"4193","Felix Hernandez",2010,"Seattle Mariners",34,7.2,7.708,7.1,"re-signinging",5,2010,2014,1,0.2,"Pitcher"
"4217","Gary Matthews Jr.",2010,"Los Angeles Angels of Anaheim",36,11.4,12.204,-0.6,"free agency",5,2007,2012,4,0.8,"Outfielder"
"4257","Gil Meche",2010,"Kansas City Royals",20,12.4,13.274,-0.1,"free agency",5,2007,2012,4,0.8,"Pitcher"
"4328","Grady Sizemore",2010,"Cleveland Indians",33,5.767,6.173,-0.4,"re-signinging",6,2006,2011,5,0.83,"Centerfielder"
"4463","Hanley Ramirez",2010,"Florida Marlins",142,7,7.494,2.7,"re-signinging",6,2008,2014,3,0.5,"Shortstop, Third Baseman"
"4545","Ian Kinsler",2010,"Texas Rangers",103,4.2,4.496,4.2,"re-signinging",5,2008,2012,3,0.6,"Second Baseman"
"4633","Ichiro Suzuki",2010,"Seattle Mariners",162,18,19.269,3.7,"re-signinging",5,2007,2012,4,0.8,"Rightfielder"
"4723","J.D. Drew",2010,"Boston Red Sox",139,14,14.987,3.1,"free agency",5,2007,2011,4,0.8,"Rightfielder"
"5016","Jake Peavy",2010,"San Diego Padres",17,15,16.058,1.6,"re-signinging",5,2008,2013,3,0.6,"Pitcher"
"5316","Jay Bruce",2010,"Cincinnati Reds",148,0.44,0.471,4.8,"re-signinging",6,2011,2016,0,0,"Rightfielder"
"5324","Jayson Werth",2010,"Washington Nationals",156,7.5,8.029,4.6,"free agency",7,2011,2017,0,0,"Rightfielder"
"5394","Jeff Samardzija",2010,"Chicago Cubs",7,3,3.212,-0.8,"free agency",5,2007,2012,4,0.8,"Pitcher"
"5406","Jered Weaver",2010,"Los Angeles Angels of Anaheim",34,4.265,4.566,5.4,"re-signinging",5,2011,2016,0,0,"Pitcher"
"5440","Jhonny Peralta",2010,"Cleveland Indians",148,4.85,5.192,1.453,"re-signinging",5,2006,2011,5,1,"Shortstop, Third Baseman"
"5744","Johan Santana",2010,"New York Mets",29,20.145,21.565,4.6,"re-signinging",6,2008,2014,3,0.5,"Pitcher"
"5830","John Lackey",2010,"Boston Red Sox",33,18.7,20.018,1.8,"free agency",5,2010,2014,1,0.2,"Pitcher"
"5936","Jon Lester",2010,"Boston Red Sox",32,3.75,4.014,5.2,"re-signinging",5,2009,2013,2,0.4,"Pitcher"
"6084","Jose Bautista",2010,"Toronto Blue Jays",161,2.4,2.569,7.1,"re-signinging",5,2011,2016,0,0,"Rightfielder, Third Baseman"
"6181","Juan Pierre",2010,"Los Angeles Dodgers",160,7,7.494,0.1,"free agency",5,2007,2012,4,0.8,"Outfielder"
"6245","Justin Morneau",2010,"Minnesota Twins",81,15,16.058,4.6,"re-signinging",6,2008,2014,3,0.5,"First Baseman"
"6268","Justin Upton",2010,"Arizona Diamondbacks",133,0.708,0.758,1.6,"re-signinging",6,2010,2015,1,0.17,"Rightfielder"
"6273","Justin Verlander",2010,"Detroit Tigers",33,6.85,7.333,4.3,"re-signinging",5,2010,2019,1,0.2,"Pitcher"
"6399","Kendrys Morales",2010,"Los Angeles Angels of Anaheim",51,1.2,1.285,1.7,"free agency",6,2005,2011,6,1,"First Baseman, Designated Hitter"
"6717","Kevin Millwood",2010,"Texas Rangers",31,12,12.846,0.5,"free agency",5,2006,2011,5,1,"Pitcher"
"7085","Matt Holliday",2010,"St. Louis Cardinals",158,16.333,17.485,5.9,"re-signinging",7,2010,2016,1,0.14,"Leftfielder"
"7127","Michael Young",2010,"Texas Rangers",157,13.175,14.104,2.1,"re-signinging",5,2007,2012,4,0.8,"Shortstop, Third Baseman, Second Baseman"
"7626","Nick Markakis",2010,"Baltimore Orioles",160,7.1,7.601,2.2,"re-signinging",6,2009,2014,2,0.33,"Rightfielder"
"7671","Nick Swisher",2010,"Oakland Athletics",150,6.85,7.333,3.8,"re-signinging",5,2007,2011,4,0.8,"Rightfielder, First Baseman"
"8064","Paul Konerko",2010,"Chicago White Sox",149,12,12.846,4.6,"re-signinging",5,2006,2010,5,1,"First Baseman"
"8358","Ricky Romero",2010,"Toronto Blue Jays",32,0.408,0.437,3.1,"re-signinging",5,2010,2015,1,0.2,"Pitcher"
"8588","Roy Oswalt",2010,"Houston Astros",33,15,16.058,2.715,"re-signinging",5,2006,2011,5,1,"Pitcher"
"8609","Ryan Braun",2010,"Milwaukee Brewers",157,1.288,1.378,5.8,"re-signinging",5,2011,2020,0,0,"Leftfielder, Third Baseman"
"8670","Ryan Howard",2010,"Philadelphia Phillies",143,19,20.34,1.3,"re-signinging",5,2010,2016,1,0.2,"First Baseman"
"8701","Ryan Zimmerman",2010,"Washington Nationals",142,6.35,6.798,6.2,"re-signinging",5,2009,2013,2,0.4,"Third Baseman"
"9197","Torii Hunter",2010,"Los Angeles Angels of Anaheim",152,18.5,19.804,2.9,"free agency",5,2008,2012,3,0.6,"Centerfielder"
"9367","Trevor Cahill",2010,"Oakland Athletics",30,0.41,0.439,4,"re-signinging",5,2011,2015,0,0,"Pitcher"
"9419","Troy Tulowitzki",2010,"Colorado Rockies",122,3.5,3.747,6.7,"re-signinging",7,2011,2020,0,0,"Shortstop"
"9539","Vernon Wells",2010,"Toronto Blue Jays",157,15.688,16.794,4.2,"re-signinging",7,2007,2014,4,0.57,"Centerfielder"
"9902","Yovani Gallardo",2010,"Milwaukee Brewers",31,0.45,0.482,1.7,"re-signinging",5,2010,2014,1,0.2,"Pitcher"
"29","A.J. Burnett",2011,"New York Yankees",33,16.5,17.122,0.8,"free agency",5,2009,2014,3,0.6,"Pitcher"
"225","Aaron Rowand",2011,"San Francisco Giants",108,13.6,14.113,0.5,"free agency",5,2008,2013,4,0.8,"Centerfielder"
"280","Adam Jones",2011,"Baltimore Orioles",151,3.25,3.373,3.2,"re-signinging",6,2012,2018,0,0,"Centerfielder"
"417","Adrian Beltre",2011,"Texas Rangers",124,14,14.528,5.8,"free agency",5,2011,2015,1,0.2,"Third Baseman"
"575","Adrian Gonzalez",2011,"Boston Red Sox",159,6.3,6.538,6.9,"re-signinging",7,2011,2018,1,0.14,"First Baseman"
"702","Albert Pujols",2011,"Los Angeles Angels of Anaheim",147,14.508,15.056,5.4,"free agency",10,2012,2021,0,0,"First Baseman, Leftfielder, Third Baseman"
"926","Alex Rios",2011,"Toronto Blue Jays",145,12.5,12.972,-1.7,"re-signinging",6,2008,2014,4,0.67,"Rightfielder"
"999","Alex Rodriguez",2011,"New York Yankees",99,32,33.207,3.8,"re-signinging",10,2008,2015,4,0.4,"Shortstop, Third Baseman"
"1101","Andre Ethier",2011,"Los Angeles Dodgers",135,9.5,9.858,2.4,"re-signinging",5,2012,2017,0,0,"Rightfielder"
"1110","Andrew McCutchen",2011,"Pittsburgh Pirates",158,0.452,0.47,5.4,"re-signinging",6,2012,2017,0,0,"Centerfielder"
"1238","Aramis Ramirez",2011,"Chicago Cubs",149,14.6,15.151,2.7,"re-signinging",5,2007,2011,5,1,"Third Baseman"
"1325","Aroldis Chapman",2011,"Cincinnati Reds",54,3.836,3.98,0.4,"free agency",6,2010,2015,2,0.33,"Pitcher"
"1563","Barry Zito",2011,"San Francisco Giants",13,18.5,19.198,-0.6,"free agency",7,2007,2013,5,0.71,"Pitcher"
"1910","Brandon Phillips",2011,"Cincinnati Reds",150,11.438,11.869,4.9,"re-signinging",6,2012,2017,0,0,"Second Baseman"
"1945","Brian McCann",2011,"Atlanta Braves",128,6.7,6.953,2.7,"re-signinging",6,2007,2012,5,0.83,"Catcher"
"2006","C.J. Wilson",2011,"Los Angeles Angels of Anaheim",34,7,7.264,4.9,"free agency",5,2012,2016,0,0,"Pitcher"
"2017","Cameron Maybin",2011,"San Diego Padres",137,0.429,0.445,4.5,"re-signinging",5,2012,2016,0,0,"Centerfielder"
"2121","Carl Crawford",2011,"Boston Red Sox",130,14.857,15.418,0.1,"free agency",7,2011,2017,1,0.14,"Leftfielder"
"2196","Carlos Beltran",2011,"New York Mets",142,19.325,20.054,2.725,"free agency",7,2005,2012,7,1,"Centerfielder"
"2309","Carlos Gonzalez",2011,"Colorado Rockies",127,1.429,1.482,4.4,"re-signinging",7,2011,2017,1,0.14,"Outfielder"
"2313","Carlos Lee",2011,"Houston Astros",155,19,19.717,4,"free agency",6,2007,2013,5,0.83,"Leftfielder, First Baseman"
"2413","Carlos Santana",2011,"Cleveland Indians",155,0.417,0.432,3.7,"re-signinging",5,2012,2016,0,0,"Catcher, First Baseman"
"2455","Carlos Zambrano",2011,"Chicago Cubs",24,18.875,19.587,0.8,"re-signinging",5,2007,2012,5,1,"Pitcher"
"2486","CC Sabathia",2011,"New York Yankees",33,24.286,25.202,7.5,"free agency",7,2009,2015,3,0.43,"Pitcher"
"2684","Chase Utley",2011,"Philadelphia Phillies",103,15.286,15.862,3.7,"re-signinging",7,2007,2014,5,0.71,"Second Baseman"
"2818","Chris Carpenter",2011,"St. Louis Cardinals",34,14.259,14.797,3.5,"re-signinging",5,2007,2011,5,1,"Pitcher"
"2854","Chris Young",2011,"Arizona Diamondbacks",156,5.2,5.396,5,"re-signinging",5,2008,2013,4,0.8,"Centerfielder"
"2872","Cliff Lee",2011,"Philadelphia Phillies",32,11,11.415,8.6,"free agency",5,2011,2015,1,0.2,"Pitcher"
"2902","Cole Hamels",2011,"Philadelphia Phillies",32,9.5,9.858,6.6,"re-signinging",6,2012,2018,0,0,"Pitcher"
"2997","Curtis Granderson",2011,"Detroit Tigers",156,8.25,8.561,5.4,"re-signinging",5,2008,2013,4,0.8,"Centerfielder"
"3028","Daisuke Matsuzaka",2011,"Boston Red Sox",8,10.333,10.723,-0.2,"free agency",6,2007,2013,5,0.83,"Pitcher"
"3079","Dan Uggla",2011,"Atlanta Braves",161,9.147,9.492,2,"re-signinging",5,2011,2015,1,0.2,"Second Baseman"
"3439","David Wright",2011,"New York Mets",102,14.25,14.788,1.9,"re-signinging",6,2006,2012,6,1,"Third Baseman"
"3479","Denard Span",2011,"Minnesota Twins",70,1,1.038,2.4,"re-signinging",5,2010,2014,2,0.4,"Centerfielder"
"3539","Derek Holland",2011,"Texas Rangers",32,0.432,0.448,2.6,"re-signinging",5,2012,2016,0,0,"Pitcher"
"3937","Dustin Pedroia",2011,"Boston Red Sox",159,5.75,5.967,7.9,"re-signinging",6,2009,2014,3,0.5,"Second Baseman"
"4126","Evan Longoria",2011,"Tampa Bay Rays",133,2,2.075,7.5,"re-signinging",6,2008,2014,4,0.67,"Third Baseman"
"4151","Felix Hernandez",2011,"Seattle Mariners",33,11.7,12.141,3.7,"re-signinging",5,2010,2014,2,0.4,"Pitcher"
"4316","Gio Gonzalez",2011,"Washington Nationals",32,0.42,0.436,4.3,"re-signinging",5,2012,2016,0,0,"Pitcher"
"4344","Grady Sizemore",2011,"Cleveland Indians",71,7.667,7.956,0,"re-signinging",6,2006,2011,6,1,"Centerfielder"
"4449","Hanley Ramirez",2011,"Florida Marlins",92,11,11.415,0.2,"re-signinging",6,2008,2014,4,0.67,"Shortstop, Third Baseman"
"4503","Ian Kinsler",2011,"Texas Rangers",155,6.2,6.434,7,"re-signinging",5,2012,2017,0,0,"Second Baseman"
"4609","Ichiro Suzuki",2011,"Seattle Mariners",161,18,18.679,0.4,"re-signinging",5,2007,2012,5,1,"Rightfielder"
"4918","J.D. Drew",2011,"Boston Red Sox",81,14,14.528,-0.9,"free agency",5,2007,2011,5,1,"Rightfielder"
"5026","Jake Peavy",2011,"San Diego Padres",19,16,16.604,1,"re-signinging",5,2008,2013,4,0.8,"Pitcher"
"5312","Jay Bruce",2011,"Cincinnati Reds",157,2.792,2.897,2.2,"re-signinging",6,2011,2016,1,0.17,"Rightfielder"
"5334","Jayson Werth",2011,"Washington Nationals",150,10.571,10.97,1.3,"free agency",7,2011,2017,1,0.14,"Rightfielder"
"5358","Jeff Samardzija",2011,"Chicago Cubs",75,3.3,3.424,1.1,"free agency",5,2007,2012,5,1,"Pitcher"
"5412","Jered Weaver",2011,"Los Angeles Angels of Anaheim",33,7.365,7.643,7,"re-signinging",5,2011,2016,1,0.2,"Pitcher"
"5698","Joey Votto",2011,"Cincinnati Reds",161,7.411,7.69,6.4,"re-signinging",10,2012,2023,0,0,"First Baseman"
"5798","John Danks",2011,"Chicago White Sox",27,6,6.226,1.9,"re-signinging",5,2012,2016,0,0,"Pitcher"
"5820","John Lackey",2011,"Boston Red Sox",28,15.95,16.552,-1.9,"free agency",5,2010,2014,2,0.4,"Pitcher"
"5960","Jon Lester",2011,"Boston Red Sox",31,5.75,5.967,4.4,"re-signinging",5,2009,2013,3,0.6,"Pitcher"
"5986","Jonathan Lucroy",2011,"Milwaukee Brewers",136,0.424,0.44,0.9,"re-signinging",5,2012,2016,0,0,"Catcher"
"5991","Jonathon Niese",2011,"New York Mets",27,0.452,0.469,0.5,"re-signinging",5,2012,2016,0,0,"Pitcher"
"6098","Jose Bautista",2011,"Toronto Blue Jays",149,8,8.302,8.1,"re-signinging",5,2011,2016,1,0.2,"Rightfielder, Third Baseman"
"6114","Jose Reyes",2011,"Miami Marlins",126,11,11.415,4.7,"free agency",6,2012,2017,0,0,"Shortstop"
"6123","Jose Tabata",2011,"Pittsburgh Pirates",91,0.428,0.444,0.3,"re-signinging",6,2011,2016,1,0.17,"Outfielder"
"6133","Juan Pierre",2011,"Los Angeles Dodgers",158,8.5,8.821,-0.7,"free agency",5,2007,2012,5,1,"Outfielder"
"6213","Justin Morneau",2011,"Minnesota Twins",69,15,15.566,-1.1,"re-signinging",6,2008,2014,4,0.67,"First Baseman"
"6263","Justin Upton",2011,"Arizona Diamondbacks",159,4.458,4.627,6.1,"re-signinging",6,2010,2015,2,0.33,"Rightfielder"
"6294","Justin Verlander",2011,"Detroit Tigers",34,12.85,13.335,8.4,"re-signinging",5,2010,2019,2,0.4,"Pitcher"
"6917","Leonys Martin",2011,"Texas Rangers",8,1.5,1.557,0.1,"free agency",5,2011,2016,1,0.2,"Centerfielder"
"6949","Madison Bumgarner",2011,"San Francisco Giants",33,0.45,0.467,2.4,"re-signinging",5,2012,2017,0,0,"Pitcher"
"7043","Matt Cain",2011,"San Francisco Giants",33,7.333,7.61,3.7,"re-signinging",5,2012,2017,0,0,"Pitcher"
"7069","Matt Holliday",2011,"St. Louis Cardinals",124,16.318,16.933,4,"re-signinging",7,2010,2016,2,0.29,"Leftfielder"
"7105","Michael Young",2011,"Texas Rangers",159,16.175,16.785,2.3,"re-signinging",5,2007,2012,5,1,"Shortstop, Third Baseman, Second Baseman"
"7166","Miguel Montero",2011,"Arizona Diamondbacks",140,3.2,3.321,4.1,"re-signinging",5,2012,2017,0,0,"Catcher"
"7612","Nick Markakis",2011,"Baltimore Orioles",160,10.6,11,2.7,"re-signinging",6,2009,2014,3,0.5,"Rightfielder"
"7679","Nick Swisher",2011,"Oakland Athletics",150,9.1,9.443,1.8,"re-signinging",5,2007,2011,5,1,"Rightfielder, First Baseman"
"8163","Prince Fielder",2011,"Detroit Tigers",162,15.5,16.085,4.6,"free agency",9,2012,2020,0,0,"First Baseman"
"8366","Ricky Romero",2011,"Toronto Blue Jays",32,1,1.038,6.3,"re-signinging",5,2010,2015,2,0.4,"Pitcher"
"8619","Ryan Braun",2011,"Milwaukee Brewers",150,4.287,4.449,7.8,"re-signinging",5,2011,2020,1,0.2,"Leftfielder, Third Baseman"
"8649","Ryan Howard",2011,"Philadelphia Phillies",152,20,20.754,1.1,"re-signinging",5,2010,2016,2,0.4,"First Baseman"
"8713","Ryan Zimmerman",2011,"Washington Nationals",101,9.025,9.365,1.9,"re-signinging",6,2012,2019,0,0,"Third Baseman"
"8978","Starlin Castro",2011,"Chicago Cubs",158,0.44,0.457,3,"re-signinging",7,2012,2019,0,0,"Shortstop"
"9211","Torii Hunter",2011,"Los Angeles Angels of Anaheim",156,18.5,19.198,3.7,"free agency",5,2008,2012,4,0.8,"Centerfielder"
"9359","Trevor Cahill",2011,"Oakland Athletics",34,0.44,0.457,2.7,"re-signinging",5,2011,2015,1,0.2,"Pitcher"
"9371","Troy Tulowitzki",2011,"Colorado Rockies",143,5.5,5.707,6.2,"re-signinging",7,2011,2020,1,0.14,"Shortstop"
"9587","Vernon Wells",2011,"Toronto Blue Jays",131,26.188,27.175,-0.5,"re-signinging",7,2007,2014,5,0.71,"Centerfielder"
"9876","Yadier Molina",2011,"St. Louis Cardinals",139,5.312,5.513,3,"re-signinging",5,2012,2017,0,0,"Catcher"
"9907","Yovani Gallardo",2011,"Milwaukee Brewers",33,3.5,3.632,2.3,"re-signinging",5,2010,2014,2,0.4,"Pitcher"
"141","A.J. Burnett",2012,"New York Yankees",31,16.5,16.777,2.2,"free agency",5,2009,2014,4,0.8,"Pitcher"
"285","Adam Jones",2012,"Baltimore Orioles",162,6.15,6.253,3.8,"re-signinging",6,2012,2018,1,0.17,"Centerfielder"
"290","Adam Wainwright",2012,"St. Louis Cardinals",32,9,9.151,1.1,"re-signinging",5,2013,2018,0,0,"Pitcher"
"387","Adrian Beltre",2012,"Texas Rangers",156,15,15.252,7,"free agency",5,2011,2015,2,0.4,"Third Baseman"
"583","Adrian Gonzalez",2012,"Boston Red Sox",159,21,21.353,2.325,"re-signinging",7,2011,2018,2,0.29,"First Baseman"
"846","Albert Pujols",2012,"Los Angeles Angels of Anaheim",154,12,12.202,5,"free agency",10,2012,2021,1,0.1,"First Baseman, Leftfielder, Third Baseman"
"910","Alex Rios",2012,"Toronto Blue Jays",157,12,12.202,4.6,"re-signinging",6,2008,2014,5,0.83,"Rightfielder"
"1018","Alex Rodriguez",2012,"New York Yankees",122,29,29.488,2.3,"re-signinging",10,2008,2015,5,0.5,"Shortstop, Third Baseman"
"1092","Allen Craig",2012,"St. Louis Cardinals",119,0.495,0.503,2.3,"re-signinging",5,2013,2017,0,0,"First Baseman, Outfielder"
"1095","Andre Ethier",2012,"Los Angeles Dodgers",149,10.95,11.134,3.8,"re-signinging",5,2012,2017,1,0.2,"Rightfielder"
"1107","Andrew McCutchen",2012,"Pittsburgh Pirates",157,0.5,0.508,7.2,"re-signinging",6,2012,2017,1,0.17,"Centerfielder"
"1232","Anibal Sanchez",2012,"Detroit Tigers",31,8,8.135,1.2,"re-signinging",5,2013,2017,0,0,"Pitcher"
"1328","Aroldis Chapman",2012,"Cincinnati Reds",68,2,2.034,3.6,"free agency",6,2010,2015,3,0.5,"Pitcher"
"1386","B.J. Upton",2012,"Atlanta Braves",146,7,7.118,2.9,"free agency",5,2013,2017,0,0,"Centerfielder, Third Baseman, Second Baseman"
"1576","Barry Zito",2012,"San Francisco Giants",32,19,19.319,0.2,"free agency",7,2007,2013,6,0.86,"Pitcher"
"1903","Brandon Phillips",2012,"Cincinnati Reds",147,12,12.202,3.8,"re-signinging",6,2012,2017,1,0.17,"Second Baseman"
"1952","Brian McCann",2012,"Atlanta Braves",121,11.5,11.693,0.8,"re-signinging",6,2007,2012,6,1,"Catcher"
"1999","C.J. Wilson",2012,"Los Angeles Angels of Anaheim",34,10,10.168,0.7,"free agency",5,2012,2016,1,0.2,"Pitcher"
"2013","Cameron Maybin",2012,"San Diego Padres",147,0.5,0.508,2.9,"re-signinging",5,2012,2016,1,0.2,"Centerfielder"
"2301","Carlos Gonzalez",2012,"Colorado Rockies",135,5,5.084,1.5,"re-signinging",7,2011,2017,2,0.29,"Outfielder"
"2383","Carlos Lee",2012,"Houston Astros",147,18.5,18.811,-0.076,"free agency",6,2007,2013,6,1,"Leftfielder, First Baseman"
"2411","Carlos Santana",2012,"Cleveland Indians",143,0.502,0.51,4.1,"re-signinging",5,2012,2016,1,0.2,"Catcher, First Baseman"
"2508","CC Sabathia",2012,"New York Yankees",28,23,23.387,3.5,"free agency",7,2009,2015,4,0.57,"Pitcher"
"2720","Chase Utley",2012,"Philadelphia Phillies",83,15,15.252,3,"re-signinging",7,2007,2014,6,0.86,"Second Baseman"
"2834","Chris Sale",2012,"Chicago White Sox",30,0.5,0.508,5.9,"re-signinging",5,2013,2017,0,0,"Pitcher"
"2836","Chris Young",2012,"Arizona Diamondbacks",101,7,7.118,2,"re-signinging",5,2008,2013,5,1,"Centerfielder"
"2892","Cliff Lee",2012,"Philadelphia Phillies",30,21.5,21.862,4.5,"free agency",5,2011,2015,2,0.4,"Pitcher"
"2908","Cole Hamels",2012,"Philadelphia Phillies",31,15,15.252,4.6,"re-signinging",6,2012,2018,1,0.17,"Pitcher"
"2983","Curtis Granderson",2012,"Detroit Tigers",160,10,10.168,3,"re-signinging",5,2008,2013,5,1,"Centerfielder"
"3034","Daisuke Matsuzaka",2012,"Boston Red Sox",11,10,10.168,-1.4,"free agency",6,2007,2013,6,1,"Pitcher"
"3086","Dan Uggla",2012,"Atlanta Braves",154,13,13.219,2.9,"re-signinging",5,2011,2015,2,0.4,"Second Baseman"
"3483","Denard Span",2012,"Minnesota Twins",128,3,3.05,5.1,"re-signinging",5,2010,2014,3,0.6,"Centerfielder"
"3542","Derek Holland",2012,"Texas Rangers",29,1,1.017,1.7,"re-signinging",5,2012,2016,1,0.2,"Pitcher"
"3925","Dustin Pedroia",2012,"Boston Red Sox",141,8,8.135,4.9,"re-signinging",6,2009,2014,4,0.67,"Second Baseman"
"4131","Evan Longoria",2012,"Tampa Bay Rays",74,4.5,4.576,2.5,"re-signinging",6,2008,2014,5,0.83,"Third Baseman"
"4179","Felix Hernandez",2012,"Cleveland Indians",33,18.5,18.811,4.7,"re-signinging",7,2013,2019,0,0,"Pitcher"
"4312","Gio Gonzalez",2012,"Washington Nationals",32,3.25,3.305,4.9,"re-signinging",5,2012,2016,1,0.2,"Pitcher"
"4470","Hanley Ramirez",2012,"Florida Marlins",157,15,15.252,0.641,"re-signinging",6,2008,2014,5,0.83,"Shortstop, Third Baseman"
"4484","Hunter Pence",2012,"Los Angeles Dodgers",160,10.4,10.575,0.579,"re-signinging",5,2013,2018,0,0,"Rightfielder"
"4517","Ian Kinsler",2012,"Texas Rangers",157,7,7.118,2.1,"re-signinging",5,2012,2017,1,0.2,"Second Baseman"
"5006","Jake Peavy",2012,"San Diego Padres",32,17,17.286,5.2,"re-signinging",5,2008,2013,5,1,"Pitcher"
"5320","Jay Bruce",2012,"Cincinnati Reds",155,5,5.084,1.6,"re-signinging",6,2011,2016,2,0.33,"Rightfielder"
"5344","Jayson Werth",2012,"Washington Nationals",81,13,13.219,0.7,"free agency",7,2011,2017,2,0.29,"Rightfielder"
"5418","Jered Weaver",2012,"Los Angeles Angels of Anaheim",30,14,14.235,4,"re-signinging",5,2011,2016,2,0.4,"Pitcher"
"5703","Joey Votto",2012,"Cincinnati Reds",111,9.5,9.66,5.7,"re-signinging",10,2012,2023,1,0.1,"First Baseman"
"5732","Johan Santana",2012,"New York Mets",21,24,24.404,0.2,"re-signinging",6,2008,2014,5,0.83,"Pitcher"
"5804","John Danks",2012,"Chicago White Sox",9,2,2.034,-0.2,"re-signinging",5,2012,2016,1,0.2,"Pitcher"
"5924","Jon Lester",2012,"Boston Red Sox",33,7.625,7.753,0.7,"re-signinging",5,2009,2013,4,0.8,"Pitcher"
"5984","Jonathan Lucroy",2012,"Milwaukee Brewers",96,0.5,0.508,3.6,"re-signinging",5,2012,2016,1,0.2,"Catcher"
"5988","Jonathon Niese",2012,"New York Mets",30,0.77,0.782,3.4,"re-signinging",5,2012,2016,1,0.2,"Pitcher"
"6091","Jose Bautista",2012,"Toronto Blue Jays",92,14,14.235,3.4,"re-signinging",5,2011,2016,2,0.4,"Rightfielder, Third Baseman"
"6105","Jose Reyes",2012,"Miami Marlins",160,10,10.168,2.9,"free agency",6,2012,2017,1,0.17,"Shortstop"
"6125","Jose Tabata",2012,"Pittsburgh Pirates",103,0.75,0.763,0,"re-signinging",6,2011,2016,2,0.33,"Outfielder"
"6127","Josh Hamilton",2012,"Los Angeles Angels of Anaheim",148,13.75,13.981,3.7,"free agency",5,2013,2017,0,0,"Outfielder"
"6237","Justin Morneau",2012,"Minnesota Twins",134,14,14.235,1.3,"re-signinging",6,2008,2014,5,0.83,"First Baseman"
"6253","Justin Upton",2012,"Arizona Diamondbacks",150,6.75,6.863,2.3,"re-signinging",6,2010,2015,3,0.5,"Rightfielder"
"6280","Justin Verlander",2012,"Detroit Tigers",33,20,20.336,7.8,"re-signinging",5,2010,2019,3,0.6,"Pitcher"
"6919","Leonys Martin",2012,"Texas Rangers",24,2.25,2.288,-0.2,"free agency",5,2011,2016,2,0.4,"Centerfielder"
"6951","Madison Bumgarner",2012,"San Francisco Giants",32,0.56,0.569,2.1,"re-signinging",5,2012,2017,1,0.2,"Pitcher"
"7050","Matt Cain",2012,"San Francisco Giants",32,15,15.252,3.9,"re-signinging",5,2012,2017,1,0.2,"Pitcher"
"7057","Matt Harrison",2012,"Texas Rangers",32,2.95,3,6.1,"re-signinging",5,2013,2017,0,0,"Pitcher"
"7077","Matt Holliday",2012,"St. Louis Cardinals",157,17,17.286,4,"re-signinging",7,2010,2016,3,0.43,"Leftfielder"
"7093","Matt Moore",2012,"Tampa Bay Rays",31,1,1.017,1.4,"re-signinging",5,2012,2016,1,0.2,"Pitcher"
"7160","Miguel Montero",2012,"Arizona Diamondbacks",141,5.9,5.999,3.9,"re-signinging",5,2012,2017,1,0.2,"Catcher"
"7640","Nick Markakis",2012,"Baltimore Orioles",104,12,12.202,1.7,"re-signinging",6,2009,2014,4,0.67,"Rightfielder"
"8018","Paul Goldschmidt",2012,"Arizona Diamondbacks",145,0.482,0.49,3.3,"re-signinging",5,2013,2018,0,0,"First Baseman"
"8170","Prince Fielder",2012,"Detroit Tigers",162,23,23.387,4.9,"free agency",9,2012,2020,1,0.11,"First Baseman"
"8362","Ricky Romero",2012,"Toronto Blue Jays",32,5,5.084,-1.4,"re-signinging",5,2010,2015,3,0.6,"Pitcher"
"8599","Ryan Braun",2012,"Milwaukee Brewers",154,6,6.101,7,"re-signinging",5,2011,2020,2,0.4,"Leftfielder, Third Baseman"
"8656","Ryan Howard",2012,"Philadelphia Phillies",71,20,20.336,-1.1,"re-signinging",5,2010,2016,3,0.6,"First Baseman"
"8677","Ryan Zimmerman",2012,"Washington Nationals",145,12,12.202,3.9,"re-signinging",6,2012,2019,1,0.17,"Third Baseman"
"8792","Salvador Perez",2012,"Kansas City Royals",76,0.75,0.763,3,"re-signinging",5,2012,2016,1,0.2,"Catcher"
"8980","Starlin Castro",2012,"Chicago Cubs",162,0.567,0.577,3.6,"re-signinging",7,2012,2019,1,0.14,"Shortstop"
"9239","Torii Hunter",2012,"Los Angeles Angels of Anaheim",140,18,18.303,5.8,"free agency",5,2008,2012,5,1,"Centerfielder"
"9363","Trevor Cahill",2012,"Oakland Athletics",32,3.5,3.559,2.6,"re-signinging",5,2011,2015,2,0.4,"Pitcher"
