"","player_id","actual_name","twitter_handle","birthplace","position","height","height_inches","feet","inches","weight","shooting_hand","college","high_school","draft_team","draft_position","overall_pick","draft_round","round_pick","nba_debut","experience","nba_years","birthdate","birthyear","age","exact_age","birthcity","birthstate","birthcountry","high_school_location","high_school_city","high_school_state","numbers","contract_terms","teams_colors","player_url","scrape_date","high_school_longitude","high_school_latitude","birth_longitude","birth_latitude"
"305","rosste01","Terrence James Elijah Ross","@T_DotFlight31","Portland, Oregon","Shooting Guard","6'6",78,6,6,195,"Right","University of Washington","Jefferson","Toronto Raptors","1st round 8th pick 8th overall",8,1,8,"10/31/12","1 year",1,"2/5/91",1991,22,"22y 0m 305d 12H 0M 0S","Portland","Oregon","USA","Portland, Oregon","Portland","Oregon","31","Signed July 10, 2012.  Team Option for 2014-15 picked up on October 24, 2013.","poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Toronto Raptors, 2013-2014","http://www.basketball-reference.com/players/r/rosste01.html","12/7/13 15:54",-122.6762071,45.5234515,-122.6762071,45.5234515
"306","joneste01","Terrence Alexander Jones","@TerrenceJones1","Portland, Oregon","Power Forward","6'9",81,6,9,252,"Left","University of Kentucky","Jefferson","Houston Rockets","1st round 18th pick 18th overall",18,1,18,"11/10/12","1 year",1,"1/9/92",1992,21,"21y 0m 332d 18H 0M 0S","Portland","Oregon","USA","Portland, Oregon","Portland","Oregon","6","Signed July 9, 2012.  Team Option for 2014-15 picked up on October 30, 2013.","poptip uni_square-color:#ff0000;background-color:#ffffff;border-color:#ff0000;-Houston Rockets, 2013-2014","http://www.basketball-reference.com/players/j/joneste01.html","12/7/13 15:54",-122.6762071,45.5234515,-122.6762071,45.5234515
"307","brewero02","Ronnie Brewer","@RonnieBrewerJr","Portland, Oregon","Shooting Guard-Small Forward","6'7",79,6,7,220,"Right","University of Arkansas","Fayetteville","Utah Jazz","1st round 14th pick 14th overall",14,1,14,"11/1/06","7 years",7,"3/20/85",1985,28,"28y 0m 262d 0H 0M 0S","Portland","Oregon","USA","Fayetteville, Arkansas","Fayetteville","Arkansas","9;9;11;11;8;10","Signed August 27, 2013 for an assumed minimum salary for 1 year.  2013-14 is partially guaranteed for $100,000.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#6ca6cd;-Utah Jazz, 2007-2010-poptip uni_square-color:#ffffff;background-color:#191970;border-color:#6ca6cd;-Memphis Grizzlies, 2010-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Chicago Bulls, 2011-2012-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ff4500;-New York Knicks, 2013-poptip uni_square-color:#ffffff;background-color:#009acd;border-color:#00008b;-Oklahoma City Thunder, 2013-poptip uni_square-color:#ff0000;background-color:#ffffff;border-color:#ff0000;-Houston Rockets, 2014","http://www.basketball-reference.com/players/b/brewero02.html","12/7/13 15:54",-94.1574263,36.0625795,-122.6762071,45.5234515
"308","breweco01","Corey Wayne Brewer","@CoreyBrewer13","Portland, Tennessee","Small Forward-Shooting Guard","6'9",81,6,9,185,"Right","University of Florida","Portland","Minnesota Timberwolves","1st round 7th pick 7th overall",7,1,7,"11/2/07","6 years",6,"3/5/86",1986,27,"27y 0m 277d 6H 0M 0S","Portland","Tennessee","USA","Portland, Tennessee","Portland","Tennessee","22;13;13;13","Signed July 12, 2013 for an assumed $14,107,500 for 3 years.  2015-16 is a Player Option.","poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Minnesota Timberwolves, 2008-2011-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#0000ff;-Dallas Mavericks, 2011-poptip uni_square-color:#ffffff;background-color:#6ca6cd;border-color:#000080;-Denver Nuggets, 2012-2013-poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Minnesota Timberwolves, 2014","http://www.basketball-reference.com/players/b/breweco01.html","12/7/13 15:54",-86.5163833,36.5817089,-86.5163833,36.5817089
"309","favervi01","Vitor Faverani","","Porto Alegre, Brazil","Center","6'11",83,6,11,260,"Right","","","","",NA,NA,NA,"10/30/13","Rookie",0,"5/5/88",1988,25,"25y 0m 215d 18H 0M 0S","Porto Alegre","","Brazil","","","","38","","poptip uni_square-color:#008000;background-color:#ffffff;border-color:#008000;-Boston Celtics, 2014","http://www.basketball-reference.com/players/f/favervi01.html","12/7/13 15:54",NA,NA,-51.2287346,-30.0277041
"310","ledori01","Ricky Ledo","","Providence, Rhode Island","Shooting Guard","6'7",79,6,7,195,"Right","","","Milwaukee Bucks","2nd round 13th pick 43rd overall",43,2,13,"11/1/13","Rookie",0,"9/10/92",1992,21,"21y 0m 87d 18H 0M 0S","Providence","Rhode Island","USA","","","","7","","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#0000ff;-Dallas Mavericks, 2014","http://www.basketball-reference.com/players/l/ledori01.html","12/7/13 15:54",NA,NA,-71.4128343,41.8239891
"311","horfoal01","Alfred Joel Horford","@Al_Horford","Puerto Plata, Dominican Republic","Center","6'10",82,6,10,245,"Right","University of Florida","Grand Ledge","Atlanta Hawks","1st round 3rd pick 3rd overall",3,1,3,"11/2/07","6 years",6,"6/3/86",1986,27,"27y 0m 187d 6H 0M 0S","Puerto Plata","","Dominican Republic","Grand Ledge, Michigan","Grand Ledge","Michigan","15","Extension signed on November 1, 2010 for an assumed $60,000,000 for 5 years that begins in 2011-12.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ff0000;-Atlanta Hawks, 2008-2014","http://www.basketball-reference.com/players/h/horfoal01.html","12/7/13 15:54",-84.7463757,42.7533685,-70.6871091,19.7807686
"312","lambdo01","Doron Emmanuel Calvin Lamb","@DLamb20","Queens, New York","Shooting Guard","6'4",76,6,4,210,"Right","University of Kentucky","Oak Hill Academy","Milwaukee Bucks","2nd round 12th pick 42nd overall",42,2,12,"11/2/12","1 year",1,"11/6/91",1991,22,"22y 0m 31d 12H 0M 0S","Queens","New York","USA","Mouth of Wilson, Virginia","Mouth of Wilson","Virginia","20;1","Signed July 11, 2012 for an assumed $2,354,115 for 3 years.","poptip uni_square-color:#ffffff;background-color:#006400;border-color:#ff0000;-Milwaukee Bucks, 2013-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#000000;-Orlando Magic, 2013-2014","http://www.basketball-reference.com/players/l/lambdo01.html","12/7/13 15:54",-81.3364889,36.5895679,-73.7948516,40.7282239
"313","hibbero01","Roy Denzil Hibbert","@Hoya2aPacer","Queens, New York","Center","7'2",86,7,2,278,"Right","Georgetown University","Georgetown Preparatory School","Toronto Raptors","1st round 17th pick 17th overall",17,1,17,"10/29/08","5 years",5,"12/11/86",1986,26,"26y 0m 361d 12H 0M 0S","Queens","New York","USA","North Bethesda, Maryland","North Bethesda","Maryland","55","Signed July 13, 2012 for an assumed $58,365,563 for 4 years.  2015-16 is a Player Option.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ffd700;-Indiana Pacers, 2009-2014","http://www.basketball-reference.com/players/h/hibbero01.html","12/7/13 15:54",-77.1188678,39.0445535,-73.7948516,40.7282239
"314","villach01","Charlie Alexander Villanueva","@CV31","Queens, New York","Power Forward","6'11",83,6,11,240,"Right","University of Connecticut","Blair Academy","Toronto Raptors","1st round 7th pick 7th overall",7,1,7,"11/2/05","8 years",8,"8/24/84",1984,29,"29y 0m 104d 18H 0M 0S","Queens","New York","USA","Blairstown, New Jersey","Blairstown","New Jersey","31;31;31","Signed July 8, 2009 for an assumed $37,700,000 plus incentives for 5 years.  Player Option for 2013-14 was picked up on May 13, 2013.  2013-14 has up to $500,000 in unlikely incentives.","poptip uni_square-color:#ffffff;background-color:#800080;border-color:#ff0000;-Toronto Raptors, 2006-poptip uni_square-color:#ffffff;background-color:#006400;border-color:#ff0000;-Milwaukee Bucks, 2007-2009-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ff0000;-Detroit Pistons, 2010-2014","http://www.basketball-reference.com/players/v/villach01.html","12/7/13 15:54",-74.9589405,40.9831018,-73.7948516,40.7282239
"315","harklma01","Maurice Jose Harkless","@moe_harkless","Queens, New York","Small Forward","6'8",80,6,8,208,"Right","St. John's University","South Kent School","Philadelphia 76ers","1st round 15th pick 15th overall",15,1,15,"11/7/12","1 year",1,"5/11/93",1993,20,"20y 0m 210d 0H 0M 0S","Queens","New York","USA","South Kent, Connecticut","South Kent","Connecticut","21","Signed July 9, 2012.  Team Option for 2014-15 picked up on October 25, 2013.","poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#000000;-Orlando Magic, 2013-2014","http://www.basketball-reference.com/players/h/harklma01.html","12/7/13 15:54",-73.4708417,41.6795509,-73.7948516,40.7282239
"316","southja01","James Southerland","","Queens, New York","Small Forward","6'8",80,6,8,215,"Right","","","","",NA,NA,NA,"11/29/13","Rookie",0,"4/28/90",1990,23,"23y 0m 223d 6H 0M 0S","Queens","New York","USA","","","","31","","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#add8e6;-Charlotte Bobcats, 2014","http://www.basketball-reference.com/players/s/southja01.html","12/7/13 15:54",NA,NA,-73.7948516,40.7282239
"317","artesro01","Metta World Peace","","Queensbridge, New York","Small Forward","6'6",78,6,6,244,"Right","St. John's University","La Salle Academy","Chicago Bulls","1st round 16th pick 16th overall",16,1,16,"11/3/99","14 years",14,"11/13/79",1979,34,"34y 0m 24d 12H 0M 0S","Queensbridge","New York","USA","New York, New York","New York","New York","15;15;23;91;93;96;37;15;51","Signed July 16, 2013 for an assumed $3,251,550 for 2 years.  2014-15 is a Player Option.","poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Chicago Bulls, 2000-2002-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ffd700;-Indiana Pacers, 2002-2006-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ffd700;-Indiana Pacers, 2003-2004-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ffd700;-Indiana Pacers, 2005-poptip uni_square-color:#ffffff;background-color:#800080;border-color:#000000;-Sacramento Kings, 2006-2008-poptip uni_square-color:#ff0000;background-color:#ffffff;border-color:#ff0000;-Houston Rockets, 2009-poptip uni_square-color:#ffffff;background-color:#800080;border-color:#ffd700;-Los Angeles Lakers, 2010-poptip uni_square-color:#ffffff;background-color:#800080;border-color:#ffd700;-Los Angeles Lakers, 2011-2013-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ff4500;-New York Knicks, 2014","http://www.basketball-reference.com/players/a/artesro01.html","12/7/13 15:54",-74.0059731,40.7143528,-73.9452634,40.7558004
"318","butleca01","James Caron Butler","@realtuffjuice","Racine, Wisconsin","Small Forward-Shooting Guard","6'7",79,6,7,217,"Right","University of Connecticut","Maine Central Institute","Miami Heat","1st round 10th pick 10th overall",10,1,10,"10/30/02","11 years",11,"3/13/80",1980,33,"33y 0m 268d 18H 0M 0S","Racine","Wisconsin","USA","Pittsfield, Maine","Pittsfield","Maine","4;1;3;4;5;3","Signed December 9, 2011 for an assumed $24,000,000 for 3 years.","poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Miami Heat, 2003-2004-poptip uni_square-color:#ffffff;background-color:#800080;border-color:#ffd700;-Los Angeles Lakers, 2005-poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Washington Wizards, 2006-2010-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#0000ff;-Dallas Mavericks, 2010-2011-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Los Angeles Clippers, 2012-2013-poptip uni_square-color:#ffffff;background-color:#006400;border-color:#ff0000;-Milwaukee Bucks, 2014","http://www.basketball-reference.com/players/b/butleca01.html","12/7/13 15:54",-69.3833847,44.7825145,-87.7828523,42.7261309
"319","maynoer01","Eric Demarqua Maynor","@EMaynor3","Raeford, North Carolina","Point Guard-Shooting Guard","6'3",75,6,3,175,"Right","Virginia Commonwealth University","Westover","Utah Jazz","1st round 20th pick 20th overall",20,1,20,"10/28/09","4 years",4,"6/11/87",1987,26,"26y 0m 179d 12H 0M 0S","Raeford","North Carolina","USA","Fayetteville, North Carolina","Fayetteville","North Carolina","3;6;6;6","Signed July 10, 2013 for an assumed $4,122,720 for 2 years.  2014-15 is a Player Option.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#6ca6cd;-Utah Jazz, 2010-poptip uni_square-color:#ffffff;background-color:#009acd;border-color:#00008b;-Oklahoma City Thunder, 2010-2013-poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Portland Trail Blazers, 2013-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000080;-Washington Wizards, 2014","http://www.basketball-reference.com/players/m/maynoer01.html","12/7/13 15:54",-78.8783585,35.0526641,-79.2241997,34.9809995
"320","walljo01","Johnathan Hildred Wall Jr.","@John_Wall","Raleigh, North Carolina","Point Guard","6'4",76,6,4,195,"Right","University of Kentucky","Word of God Academy","Washington Wizards","1st round 1st pick 1st overall",1,1,1,"10/28/10","3 years",3,"9/6/90",1990,23,"23y 0m 92d 6H 0M 0S","Raleigh","North Carolina","USA","Raleigh, North Carolina","Raleigh","North Carolina","2;2","Signed July 8, 2010.  Team Option for 2012-13 picked up on June 19, 2011.  Team Option for 2013-14 picked up on October 19, 2012.  2013-14 maximum amount used for extension amount - needs to be updated when true figures are known.  Signed extension on July 31, 2013 for a maximum dollar amount for 5 years starting in 2014-15.","poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Washington Wizards, 2011-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000080;-Washington Wizards, 2012-2014","http://www.basketball-reference.com/players/w/walljo01.html","12/7/13 15:54",-78.6381787,35.7795897,-78.6381787,35.7795897
"321","tuckepj01","Anthony Leon Tucker","","Raleigh, North Carolina","Small Forward-Shooting Guard","6'5",77,6,5,225,"Right","University of Texas at Austin","Enloe","Toronto Raptors","2nd round 5th pick 35th overall",35,2,5,"11/1/06","2 years",2,"5/5/85",1985,28,"28y 0m 216d 0H 0M 0S","Raleigh","North Carolina","USA","Raleigh, North Carolina","Raleigh","North Carolina","1;17;17","Signed July 31, 2012 for an assumed minimum salary for 2 years.","poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Toronto Raptors, 2007-poptip uni_square-color:#ffffff;background-color:#800080;border-color:#ff4500;-Phoenix Suns, 2013-poptip uni_square-color:#ffffff;background-color:#800080;border-color:#ff8c00;-Phoenix Suns, 2014","http://www.basketball-reference.com/players/t/tuckepj01.html","12/7/13 15:54",-78.6381787,35.7795897,-78.6381787,35.7795897
"322","collida01","Darren Michael Collison","@Darren_Collison","Rancho Cucamonga, California","Point Guard","6'0",72,6,0,160,"Right","University of California, Los Angeles","Etiwanda","New Orleans Hornets","1st round 21st pick 21st overall",21,1,21,"10/28/09","4 years",4,"8/23/87",1987,26,"26y 0m 106d 12H 0M 0S","Rancho Cucamonga","California","USA","Rancho Cucamonga, California","Rancho Cucamonga","California","2;2;4;2","Signed July 10, 2013 for an assumed $3,885,500 for 2 years.  2014-15 is a Player Option.","poptip uni_square-color:#ffffff;background-color:#009acd;border-color:#551a8b;-New Orleans Hornets, 2010-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ffd700;-Indiana Pacers, 2011-2012-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#0000ff;-Dallas Mavericks, 2013-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Los Angeles Clippers, 2014","http://www.basketball-reference.com/players/c/collida01.html","12/7/13 15:54",-117.5931084,34.1063989,-117.5931084,34.1063989
"323","stiemgr01","Gregory Stiemsma","@gregstiemsma","Randolph, Wisconsin","Center","6'11",83,6,11,260,"Right","University of Wisconsin","Randolph","","",NA,NA,NA,"12/28/11","2 years",2,"9/26/85",1985,28,"28y 0m 72d 0H 0M 0S","Randolph","Wisconsin","USA","Randolph, Wisconsin","Randolph","Wisconsin","54;34;34","Signed July 10, 2013 for an assumed $2,676,000 for 1 year.","poptip uni_square-color:#008000;background-color:#ffffff;border-color:#008000;-Boston Celtics, 2012-poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Minnesota Timberwolves, 2013-poptip uni_square-color:#ffffff;background-color:#00008b;border-color:#ffd700;-New Orleans Pelicans, 2014","http://www.basketball-reference.com/players/s/stiemgr01.html","12/7/13 15:54",-89.0067778,43.5391527,-89.0067778,43.5391527
"324","biedran01","Andris Biedrins","","Riga, Latvia","Center","6'11",83,6,11,240,"Left","","Valters Basketball School","Golden State Warriors","1st round 11th pick 11th overall",11,1,11,"11/5/04","9 years",9,"4/2/86",1986,27,"27y 0m 249d 6H 0M 0S","Riga","","Latvia","Riga Latvia, ","Riga Latvia","","15;15;11","Signed July 28, 2008 for an assumed $54,000,000 plus incentives for 6 years.  ETO for 2013-14 was not exercised.  2013-14 has up to $2,000,000 in unlikely incentives not included here.","poptip uni_square-color:#ffffff;background-color:#191970;border-color:#ff4500;-Golden State Warriors, 2005-2010-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ffd700;-Golden State Warriors, 2011-2013-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#006400;-Utah Jazz, 2014","http://www.basketball-reference.com/players/b/biedran01.html","12/7/13 15:54",24.1051864,56.9496487,24.1051864,56.9496487
"325","prigipa01","Pablo Prigioni","@PPrigioni9","Rio Tercero, Argentina","Point Guard","6'3",75,6,3,180,"Right","","","","",NA,NA,NA,"11/2/12","1 year",1,"5/17/77",1977,36,"36y 0m 204d 0H 0M 0S","Rio Tercero","","Argentina","","","","9","Signed July 10, 2013 for an assumed $4,988,893 for 3 years.  2015-16 is partially guaranteed for $290,000.","poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ff4500;-New York Knicks, 2013-2014","http://www.basketball-reference.com/players/p/prigipa01.html","12/7/13 15:54",NA,NA,-64.1132028,-32.1765435
"326","snellto01","Tony Snell","","Riverside, California","Shooting Guard","6'7",79,6,7,200,"Right","University of New Mexico","King","Chicago Bulls","1st round 20th pick 20th overall",20,1,20,NA,"Rookie",0,"11/10/91",1991,22,"22y 0m 27d 12H 0M 0S","Riverside","California","USA","Riverside, California","Riverside","California","20","Signed July 10, 2013.","poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Chicago Bulls, 2014","http://www.basketball-reference.com/players/s/snellto01.html","12/7/13 15:54",-117.3961564,33.9533487,-117.3961564,33.9533487
"327","geeal01","Alonzo Edward Gee","@GeeAlonzo","Riviera Beach, Florida","Shooting Guard-Small Forward","6'6",78,6,6,220,"Right","University of Alabama","William T Dwyer","","",NA,NA,NA,"3/11/10","4 years",4,"5/29/87",1987,26,"26y 0m 192d 12H 0M 0S","Riviera Beach","Florida","USA","Palm Beach Gardens, Florida","Palm Beach Gardens","Florida","24;23;15;33","Signed September 10, 2012 for an assumed $9,750,000 for 3 years.  2014-15 is not fully guaranteed.","poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Washington Wizards, 2010-poptip uni_square-color:#ffffff;background-color:#000000;border-color:#c0c0c0;-San Antonio Spurs, 2011-poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Washington Wizards, 2011-poptip uni_square-color:#ffffff;background-color:#8b0000;border-color:#ffd700;-Cleveland Cavaliers, 2011-2014","http://www.basketball-reference.com/players/g/geeal01.html","12/7/13 15:54",-80.1386547,26.8233946,-80.0580969,26.7753405
"328","bargnan01","Andrea Bargnani","@AndreaBargnani","Rome, Italy","Power Forward-Center","7'0",84,7,0,225,"Right","","","Toronto Raptors","1st round 1st pick 1st overall",1,1,1,"11/1/06","7 years",7,"10/26/85",1985,28,"28y 0m 42d 0H 0M 0S","Rome","","Italy","","","","7;77","Extension signed on July 8, 2009 for an assumed $50,000,000 plus incentives for 5 years starting in 2010-11.  2013-14 has up to $2,000,000 in unlikely incentives not included here.  Contract includes trade bonus that counts as $1,112,500 in 2013-14.  2014-15 is an ETO.","poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Toronto Raptors, 2007-2013-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ff4500;-New York Knicks, 2014","http://www.basketball-reference.com/players/b/bargnan01.html","12/7/13 15:54",NA,NA,12.4825199,41.8929163
"329","brownlo01","Lorenzo Brown","","Roswell, Georgia","Shooting Guard","6'5",77,6,5,189,"Right","","","","",NA,NA,NA,"11/20/13","Rookie",0,"8/26/90",1990,23,"23y 0m 103d 6H 0M 0S","Roswell","Georgia","USA","","","","7","","poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Philadelphia 76ers, 2014","http://www.basketball-reference.com/players/b/brownlo01.html","12/7/13 15:54",NA,NA,-84.3615928,34.0231553
"330","adamsst01","Steven Funaki Adams","","Rotorua, New Zealand","Center","7'0",84,7,0,250,"Right","University of Pittsburgh","Notre Dame Preparatory School","Oklahoma City Thunder","1st round 12th pick 12th overall",12,1,12,NA,"Rookie",0,"7/28/93",1993,20,"20y 0m 132d 0H 0M 0S","Rotorua","","New Zealand","Fitchburg, Massachusetts","Fitchburg","Massachusetts","12","Signed July 12, 2013.","poptip uni_square-color:#ffffff;background-color:#009acd;border-color:#00008b;-Oklahoma City Thunder, 2014","http://www.basketball-reference.com/players/a/adamsst01.html","12/7/13 15:54",-71.8022955,42.5834228,176.2497461,-38.1368478
"331","mahinia01","Ian Mahinmi","@ianmahinmi","Rouen, France","Center","6'11",83,6,11,230,"Right","","","San Antonio Spurs","1st round 28th pick 28th overall",28,1,28,"10/30/07","5 years",5,"11/5/86",1986,27,"27y 0m 32d 6H 0M 0S","Rouen","","France","","","","28;28;28","Signed July 12, 2012 for an assumed $16,000,000 for 4 years.","poptip uni_square-color:#ffffff;background-color:#000000;border-color:#c0c0c0;-San Antonio Spurs, 2008-2010-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#0000ff;-Dallas Mavericks, 2011-2012-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ffd700;-Indiana Pacers, 2013-2014","http://www.basketball-reference.com/players/m/mahinia01.html","12/7/13 15:54",NA,NA,1.099971,49.443232
"332","anderry01","Ryan James Anderson","@ryananderson33","Sacramento, California","Power Forward","6'10",82,6,10,240,"Right","University of California","Oak Ridge","New Jersey Nets","1st round 21st pick 21st overall",21,1,21,"10/29/08","5 years",5,"5/6/88",1988,25,"25y 0m 214d 18H 0M 0S","Sacramento","California","USA","El Dorado Hills, California","El Dorado Hills","California","20;33;33;33","Signed July 11, 2012 for an assumed $34,000,000 for 4 years.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ff0000;-New Jersey Nets, 2009-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#000000;-Orlando Magic, 2010-2012-poptip uni_square-color:#ffffff;background-color:#009acd;border-color:#551a8b;-New Orleans Hornets, 2013-poptip uni_square-color:#ffffff;background-color:#00008b;border-color:#ffd700;-New Orleans Pelicans, 2014","http://www.basketball-reference.com/players/a/anderry01.html","12/7/13 15:54",-121.082167,38.6857367,-121.4943996,38.5815719
"333","martike01","Kenyon Lee Martin","","Saginaw, Michigan","Power Forward-Center","6'9",81,6,9,234,"Right","University of Cincinnati","Bryan Adams","New Jersey Nets","1st round 1st pick 1st overall",1,1,1,"10/31/00","13 years",13,"12/30/77",1977,35,"35y 0m 342d 6H 0M 0S","Saginaw","Michigan","USA","Dallas, Texas","Dallas","Texas","6;6;4;4;2;3","Signed July 25, 2013 for an assumed minimum salary for 1 year.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ff0000;-New Jersey Nets, 2001-2004-poptip uni_square-color:#ffffff;background-color:#6ca6cd;border-color:#0000cd;-Denver Nuggets, 2005-2007-poptip uni_square-color:#ffffff;background-color:#6ca6cd;border-color:#0000cd;-Denver Nuggets, 2008-poptip uni_square-color:#ffffff;background-color:#6ca6cd;border-color:#000080;-Denver Nuggets, 2009-2011-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Los Angeles Clippers, 2012-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ff4500;-New York Knicks, 2013-2014","http://www.basketball-reference.com/players/m/martike01.html","12/7/13 15:54",-96.8004511,32.7801399,-83.9508068,43.4194699
"334","greendr01","Draymond Jamal Green","@Money23Green","Saginaw, Michigan","Small Forward","6'7",79,6,7,230,"Right","Michigan State University","Saginaw","Golden State Warriors","2nd round 5th pick 35th overall",35,2,5,"10/31/12","1 year",1,"3/4/90",1990,23,"23y 0m 278d 6H 0M 0S","Saginaw","Michigan","USA","Saginaw, Michigan","Saginaw","Michigan","23","Signed August 3, 2012 for an assumed $2,640,743 for 3 years.  2014-15 is partially guaranteed for $250,000.","poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ffd700;-Golden State Warriors, 2013-2014","http://www.basketball-reference.com/players/g/greendr01.html","12/7/13 15:54",-83.9508068,43.4194699,-83.9508068,43.4194699
"335","goberru01","Rudy Gobert","","Saint-Quentin, France","Center","7'1",85,7,1,220,"Right","","","Denver Nuggets","1st round 27th pick 27th overall",27,1,27,NA,"Rookie",0,"6/26/92",1992,21,"21y 0m 163d 18H 0M 0S","Saint-Quentin","","France","","","","27","Signed July 3, 2013.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#006400;-Utah Jazz, 2014","http://www.basketball-reference.com/players/g/goberru01.html","12/7/13 15:54",NA,NA,3.2874,49.847066
"336","decolna01","Nando De Colo","","Sainte-Catherine-les-Arras, France","Shooting Guard-Small Forward","6'5",77,6,5,200,"Right","","","San Antonio Spurs","2nd round 23rd pick 53rd overall",53,2,23,"11/3/12","1 year",1,"6/23/87",1987,26,"26y 0m 167d 12H 0M 0S","Sainte-Catherine-les-Arras","","France","","","","25","Signed July 12, 2012 for an assumed $2,863,000 for 2 years.","poptip uni_square-color:#ffffff;background-color:#000000;border-color:#c0c0c0;-San Antonio Spurs, 2013-2014","http://www.basketball-reference.com/players/d/decolna01.html","12/7/13 15:54",NA,NA,2.764874,50.307656
"337","fournev01","Evan Mehdi Fournier","","SaintMaurice, France","Shooting Guard","6'6",78,6,6,190,"Right","","","Denver Nuggets","1st round 20th pick 20th overall",20,1,20,"10/31/12","1 year",1,"10/29/92",1992,21,"21y 0m 38d 18H 0M 0S","SaintMaurice","","France","","","","94","Signed July 11, 2012.  Team Option for 2014-15 picked up on October 29, 2013.","poptip uni_square-color:#ffffff;background-color:#6ca6cd;border-color:#000080;-Denver Nuggets, 2013-2014","http://www.basketball-reference.com/players/f/fournev01.html","12/7/13 15:54",NA,NA,2.423655,48.8205669
"338","matthwe02","Wesley Matthews Jr.","@wessywes2","San Antonio, Texas","Shooting Guard","6'5",77,6,5,220,"Right","Marquette University","James Madison Memorial","","",NA,NA,NA,"10/28/09","4 years",4,"10/14/86",1986,27,"27y 0m 54d 6H 0M 0S","San Antonio","Texas","USA","Madison, Wisconsin","Madison","Wisconsin","23;2","Signed offer sheet on July 10, 2010 for an assumed $32,526,600 for 5 years.  Assumed signing bonus of $5,690,000 counts as $1,138,000 each year of the contract.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#6ca6cd;-Utah Jazz, 2010-poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Portland Trail Blazers, 2011-2014","http://www.basketball-reference.com/players/m/matthwe02.html","12/7/13 15:54",-89.4012302,43.0730517,-98.4936282,29.4241219
